,propietario_casa,cant_carros,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_Bachelors,escolaridad_Graduate Degree,escolaridad_High School,escolaridad_Partial College,escolaridad_Partial High School,ocupación_Clerical,ocupación_Management,ocupación_Manual,ocupación_Professional,ocupación_Skilled Manual,género_F,género_M,estado_civil_M,estado_civil_S
11284,1,1,2,60179,0,48.94,58,0,0,1,0,0,0,0,0,0,1,0,1,1,0
11285,0,1,0,60206,0,49.24,34,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11286,1,0,2,33213,1,49.07,54,0,0,1,0,0,0,0,1,0,0,1,0,1,0
11287,1,1,1,54448,1,51.17,46,1,0,0,0,0,0,0,0,0,1,1,0,1,0
11288,0,2,0,51534,1,57.36,40,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11289,1,2,2,102652,1,54.86,69,0,1,0,0,0,0,1,0,0,0,1,0,1,0
11290,1,3,2,87521,1,59.74,46,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11291,1,1,2,29687,0,45.93,55,0,0,0,0,1,0,0,1,0,0,1,0,1,0
11292,1,2,1,52666,1,53.32,48,0,0,0,1,0,0,0,0,0,1,0,1,1,0
11293,0,0,0,36431,0,46.62,33,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11294,1,2,2,85047,0,50.85,57,1,0,0,0,0,1,0,0,0,0,1,0,1,0
11295,1,1,2,61171,1,53.18,59,0,0,1,0,0,0,0,0,0,1,0,1,1,0
11296,1,0,1,81395,1,50.13,42,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11297,1,3,2,80933,0,50.59,31,0,1,0,0,0,1,0,0,0,0,0,1,1,0
11298,1,1,2,131634,0,52.07,60,0,1,0,0,0,0,0,0,1,0,0,1,1,0
11299,1,1,1,132811,0,53.59,63,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11300,1,3,0,84751,0,58.78,56,0,0,1,0,0,1,0,0,0,0,0,1,0,1
11301,0,2,0,61653,0,50.19,23,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11302,0,1,0,36206,0,50.9,33,0,0,1,0,0,0,0,1,0,0,1,0,0,1
11303,1,0,2,36457,0,47.09,56,0,0,0,0,1,0,0,1,0,0,1,0,1,0
11304,1,2,3,130794,0,51.49,69,0,1,0,0,0,0,0,0,1,0,0,1,1,0
11305,0,2,0,60762,1,48.29,43,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11306,1,1,0,30886,0,51.22,55,0,0,0,0,1,0,0,1,0,0,0,1,0,1
11307,0,1,0,58092,0,48.51,31,0,0,0,1,0,0,0,0,0,1,1,0,1,0
11308,1,3,2,86417,1,53.13,56,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11309,1,1,2,28802,0,46.42,52,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11310,1,1,2,26559,0,48.43,45,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11311,1,1,2,77237,1,57.34,54,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11312,1,2,0,102514,0,54.97,37,0,1,0,0,0,0,1,0,0,0,1,0,0,1
11313,0,1,0,56102,0,50.86,31,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11314,0,1,0,54701,1,59.82,44,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11315,1,1,1,105596,1,51.06,32,1,0,0,0,0,0,1,0,0,0,0,1,1,0
11316,1,1,2,29491,0,49.66,56,0,0,1,0,0,0,0,1,0,0,1,0,1,0
11317,1,2,2,53904,1,51.44,67,0,1,0,0,0,0,0,0,0,1,0,1,1,0
11318,0,0,0,31960,0,47.6,33,0,0,0,0,1,0,0,1,0,0,1,0,0,1
11319,0,1,0,34523,0,49.39,24,0,0,0,0,1,0,0,1,0,0,1,0,0,1
11320,0,1,0,80240,0,51.36,30,0,0,1,0,0,1,0,0,0,0,1,0,0,1
11321,1,2,2,53179,0,57.21,49,0,0,0,0,1,0,0,0,0,1,0,1,1,0
11322,0,2,0,56009,1,50.38,40,1,0,0,0,0,0,0,0,0,1,1,0,0,1
11323,1,0,0,81827,1,52.82,48,0,0,0,1,0,1,0,0,0,0,0,1,0,1
11324,0,0,0,57845,1,50.44,36,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11325,0,2,0,77274,1,54.21,35,1,0,0,0,0,1,0,0,0,0,0,1,0,1
11326,0,2,0,60838,1,49.53,36,1,0,0,0,0,0,0,0,0,1,1,0,0,1
11327,0,0,0,30991,1,46.92,31,0,0,1,0,0,0,0,1,0,0,1,0,0,1
11328,1,1,2,55890,1,51.76,49,0,0,0,1,0,0,0,0,0,1,1,0,1,0
11329,1,0,1,109243,0,51.24,63,0,1,0,0,0,0,1,0,0,0,1,0,0,1
11330,1,0,2,34502,1,48.38,62,1,0,0,0,0,0,0,1,0,0,1,0,1,0
11331,1,1,2,87446,1,49.62,37,0,1,0,0,0,1,0,0,0,0,0,1,1,0
11332,1,3,0,130078,0,52.34,34,0,1,0,0,0,0,0,0,1,0,0,1,1,0
11333,1,3,2,82205,0,50.73,53,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11334,1,1,2,26341,0,46.1,43,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11335,0,1,0,26189,0,53.6,42,1,0,0,0,0,0,0,1,0,0,0,1,0,1
11336,1,1,1,57044,1,48.27,46,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11337,0,2,0,60691,1,51.81,45,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11338,1,0,0,58580,0,49.6,50,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11339,1,2,0,60212,1,57.32,47,0,0,1,0,0,0,0,0,0,1,0,1,0,1
11340,0,2,0,81461,1,49.96,25,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11341,1,0,2,82217,1,51.55,44,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11342,1,0,1,55290,0,47.88,40,1,0,0,0,0,0,0,0,0,1,1,0,1,0
11343,0,2,0,87062,1,50.98,37,1,0,0,0,0,1,0,0,0,0,0,1,0,1
11344,1,1,0,62451,0,58.78,54,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11345,1,2,2,83529,1,52.56,47,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11346,1,3,2,79431,1,53.11,46,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11347,1,0,2,34363,0,48.83,55,0,0,0,0,1,0,0,1,0,0,1,0,1,0
11348,1,1,3,51889,1,48.23,66,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11349,1,0,2,103676,1,52.29,67,1,0,0,0,0,0,1,0,0,0,1,0,1,0
11350,0,0,0,61978,1,50.69,35,1,0,0,0,0,0,0,0,0,1,1,0,0,1
11351,0,0,0,56729,1,55.08,39,0,0,0,1,0,0,0,0,0,1,0,1,0,1
11352,1,0,1,58683,0,51.52,41,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11353,1,3,1,77363,1,55.55,41,1,0,0,0,0,1,0,0,0,0,0,1,1,0
11354,1,2,1,51507,1,49.37,41,0,0,0,1,0,0,0,0,0,1,1,0,1,0
11355,1,1,1,60505,1,49.85,60,0,0,0,1,0,0,0,0,0,1,0,1,0,1
11356,1,0,0,57941,1,51.07,47,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11357,1,1,0,85737,0,50.63,52,0,0,1,0,0,1,0,0,0,0,1,0,0,1
11358,1,2,1,62221,1,48.83,37,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11359,1,1,2,109260,1,53.0,37,0,1,0,0,0,0,1,0,0,0,0,1,1,0
11360,0,2,0,106826,1,51.28,30,0,0,0,1,0,0,1,0,0,0,0,1,0,1
11361,1,3,0,106262,1,51.7,34,0,1,0,0,0,0,1,0,0,0,1,0,1,0
11362,1,1,1,128478,0,54.14,64,1,0,0,0,0,0,0,0,1,0,1,0,0,1
11363,1,1,2,29419,0,45.37,42,0,0,0,1,0,0,0,1,0,0,0,1,1,0
11364,1,2,0,109872,1,54.42,43,0,0,0,1,0,0,1,0,0,0,0,1,0,1
11365,0,1,0,27898,0,47.19,47,0,0,1,0,0,0,0,1,0,0,1,0,0,1
11366,1,0,2,86742,1,51.67,37,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11367,0,1,1,52979,1,48.4,35,1,0,0,0,0,0,0,0,0,1,1,0,1,0
11368,1,2,2,76934,0,50.03,60,1,0,0,0,0,1,0,0,0,0,0,1,1,0
11369,1,1,2,106788,1,52.32,48,0,0,0,1,0,0,1,0,0,0,0,1,1,0
11370,0,2,0,79540,0,52.93,36,1,0,0,0,0,1,0,0,0,0,1,0,0,1
11371,1,2,0,136625,1,51.61,38,0,1,0,0,0,0,0,0,1,0,1,0,1,0
11372,0,1,0,59923,0,52.08,40,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11373,0,0,0,33799,0,48.31,40,1,0,0,0,0,0,0,1,0,0,1,0,0,1
11374,1,0,1,77897,1,54.15,57,0,0,0,1,0,1,0,0,0,0,0,1,0,1
11375,1,0,1,105353,1,52.19,38,1,0,0,0,0,0,1,0,0,0,1,0,1,0
11376,0,1,0,79393,0,60.09,40,0,0,0,1,0,1,0,0,0,0,0,1,0,1
11377,0,2,0,87453,0,54.06,29,0,0,1,0,0,1,0,0,0,0,0,1,0,1
11378,1,2,2,53223,0,47.61,48,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11379,1,0,2,86345,1,60.01,48,0,0,1,0,0,1,0,0,0,0,0,1,1,0
11380,0,1,1,26701,0,45.57,34,1,0,0,0,0,0,0,1,0,0,1,0,1,0
11381,1,1,1,52742,1,50.8,47,0,0,1,0,0,0,0,0,0,1,0,1,1,0
11382,0,1,0,60864,0,49.32,38,0,1,0,0,0,0,0,0,0,1,1,0,0,1
11383,0,2,0,54531,0,49.74,32,0,0,0,0,1,0,0,0,0,1,1,0,0,1
11384,0,1,0,107995,0,53.26,27,0,0,0,1,0,0,1,0,0,0,0,1,0,1
11385,1,1,0,104132,0,54.95,41,0,0,0,1,0,0,1,0,0,0,1,0,0,1
11386,1,1,2,29640,0,46.11,41,1,0,0,0,0,0,0,1,0,0,1,0,1,0
11387,1,0,3,28102,0,46.12,92,0,0,0,0,1,0,0,1,0,0,0,1,1,0
11388,1,1,1,79203,1,51.01,44,1,0,0,0,0,1,0,0,0,0,0,1,1,0
11389,0,2,0,82792,1,50.69,29,0,0,0,1,0,1,0,0,0,0,0,1,0,1
11390,1,2,2,51132,1,48.28,56,0,0,0,1,0,0,0,0,0,1,1,0,1,0
11391,0,0,0,32620,1,46.85,27,0,0,1,0,0,0,0,1,0,0,0,1,1,0
11392,1,0,2,77720,1,50.07,53,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11393,1,1,3,27832,0,45.71,67,0,1,0,0,0,0,0,1,0,0,0,1,1,0
11394,1,2,1,105373,0,51.87,60,1,0,0,0,0,0,1,0,0,0,0,1,0,1
11395,1,1,2,78082,1,53.19,55,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11396,1,0,0,34377,0,49.7,52,0,0,0,0,1,0,0,1,0,0,1,0,0,1
11397,0,2,0,56521,0,50.94,30,0,0,0,1,0,0,0,0,0,1,0,1,0,1
11398,0,1,0,79628,1,51.74,32,0,0,1,0,0,1,0,0,0,0,0,1,0,1
11399,0,1,0,28876,0,49.16,51,0,1,0,0,0,0,0,1,0,0,0,1,0,1
11400,1,1,0,53418,0,51.15,54,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11401,1,2,2,56949,0,52.64,38,0,1,0,0,0,0,0,0,0,1,0,1,1,0
11402,0,1,0,30799,1,45.98,30,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11403,0,1,0,31406,0,49.7,28,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11404,1,0,2,103283,1,53.65,40,1,0,0,0,0,0,1,0,0,0,0,1,1,0
11405,0,1,0,82385,1,50.55,28,1,0,0,0,0,1,0,0,0,0,1,0,1,0
11406,1,0,1,82237,1,51.33,41,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11407,1,2,2,104394,0,51.42,38,1,0,0,0,0,0,1,0,0,0,1,0,1,0
11408,0,1,0,81789,0,49.83,30,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11409,1,3,0,76322,1,50.47,50,0,0,0,1,0,1,0,0,0,0,1,0,0,1
11410,1,1,1,61671,1,50.49,41,0,1,0,0,0,0,0,0,0,1,1,0,1,0
11411,1,2,2,87578,0,52.02,41,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11412,0,2,0,79920,0,52.52,39,1,0,0,0,0,1,0,0,0,0,1,0,0,1
11413,1,1,1,111613,1,54.64,59,0,1,0,0,0,0,1,0,0,0,0,1,0,1
11414,1,2,2,80191,1,55.62,52,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11415,1,1,2,34666,0,46.29,55,0,0,1,0,0,0,0,1,0,0,1,0,1,0
11416,0,1,2,56847,1,49.41,33,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11417,0,0,0,59393,1,49.44,29,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11418,0,1,0,86558,1,52.97,25,1,0,0,0,0,1,0,0,0,0,0,1,0,1
11419,1,2,1,85133,1,51.17,32,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11420,0,0,0,51333,1,49.86,31,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11421,1,0,2,32388,0,46.18,46,0,0,0,0,1,0,0,1,0,0,1,0,1,0
11422,1,2,1,55606,1,54.21,48,0,0,1,0,0,0,0,0,0,1,0,1,1,0
11423,0,1,0,60654,0,52.19,33,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11424,1,3,2,131372,1,59.26,41,0,1,0,0,0,0,0,0,1,0,0,1,1,0
11425,0,0,1,33613,1,48.12,34,0,1,0,0,0,0,0,1,0,0,1,0,1,0
11426,1,3,2,103233,1,51.25,41,0,0,0,1,0,0,1,0,0,0,1,0,1,0
11427,0,1,0,54537,0,49.22,28,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11428,1,1,2,59950,0,59.35,50,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11429,0,3,0,78152,0,53.12,40,0,0,0,1,0,1,0,0,0,0,1,0,0,1
11430,0,1,1,60257,0,48.16,34,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11431,1,2,0,107982,1,50.63,41,0,0,0,1,0,0,1,0,0,0,1,0,0,1
11432,1,1,2,52378,1,51.0,60,0,0,1,0,0,0,0,0,0,1,0,1,1,0
11433,1,1,0,107697,0,54.22,37,1,0,0,0,0,0,1,0,0,0,1,0,0,1
11434,0,1,0,26127,0,48.95,24,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11435,1,2,1,59923,1,52.51,46,0,0,0,1,0,0,0,0,0,1,1,0,1,0
11436,1,0,0,55817,1,50.89,54,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11437,1,1,0,61314,0,53.11,47,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11438,1,1,2,36705,0,48.08,42,1,0,0,0,0,0,0,1,0,0,0,1,1,0
11439,0,1,0,55930,0,51.11,29,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11440,1,2,1,136740,1,52.85,60,1,0,0,0,0,0,0,0,1,0,0,1,0,1
11441,0,1,2,58861,0,52.9,32,1,0,0,0,0,0,0,0,0,1,1,0,1,0
11442,0,0,0,58167,1,51.92,23,0,0,0,0,1,0,0,0,0,1,1,0,0,1
11443,1,2,2,104590,1,59.09,43,0,0,0,1,0,0,1,0,0,0,0,1,1,0
11444,1,3,2,87144,0,49.71,52,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11445,1,1,1,52616,1,57.09,38,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11446,1,1,0,28394,0,50.19,53,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11447,1,2,0,87479,1,53.29,48,0,0,0,1,0,1,0,0,0,0,1,0,0,1
11448,0,1,0,54020,0,51.77,32,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11449,1,2,2,132710,1,52.08,37,1,0,0,0,0,0,0,0,1,0,1,0,1,0
11450,1,1,0,78303,0,52.21,42,0,0,0,1,0,1,0,0,0,0,1,0,0,1
11451,1,1,1,61044,1,62.69,47,0,0,0,0,1,0,0,0,0,1,0,1,1,0
11452,1,1,0,80301,0,53.48,41,1,0,0,0,0,1,0,0,0,0,1,0,0,1
11453,1,1,2,59789,1,52.71,55,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11454,1,0,2,106914,1,51.19,62,1,0,0,0,0,0,1,0,0,0,1,0,1,0
11455,1,2,2,82714,1,49.72,55,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11456,1,1,2,83223,1,53.25,39,1,0,0,0,0,1,0,0,0,0,1,0,1,0
11457,1,3,0,111757,1,59.43,37,0,1,0,0,0,0,1,0,0,0,0,1,0,1
11458,1,0,1,85417,0,51.32,43,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11459,1,2,1,80851,1,53.99,33,0,1,0,0,0,1,0,0,0,0,0,1,1,0
11460,1,2,3,137519,1,54.67,69,1,0,0,0,0,0,0,0,1,0,0,1,1,0
11461,0,0,0,58469,1,54.08,38,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11462,0,3,0,79836,1,49.85,23,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11463,0,2,0,83675,1,55.31,38,1,0,0,0,0,1,0,0,0,0,0,1,0,1
11464,1,0,2,30590,1,45.69,41,1,0,0,0,0,0,0,1,0,0,1,0,1,0
11465,1,1,1,36197,0,47.49,78,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11466,1,0,2,34477,0,46.47,58,1,0,0,0,0,0,0,1,0,0,0,1,1,0
11467,0,1,1,26186,0,45.19,34,0,1,0,0,0,0,0,1,0,0,0,1,1,0
11468,1,1,2,85602,1,54.19,48,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11469,1,1,1,52182,1,51.39,56,0,0,1,0,0,0,0,0,0,1,0,1,0,1
11470,1,2,2,59042,1,54.75,48,0,0,1,0,0,0,0,0,0,1,0,1,1,0
11471,0,0,0,30902,0,48.95,39,1,0,0,0,0,0,0,1,0,0,0,1,0,1
11472,0,2,0,87503,0,50.02,26,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11473,0,1,0,55128,0,48.98,29,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11474,0,1,0,32074,0,46.49,38,1,0,0,0,0,0,0,1,0,0,1,0,0,1
11475,0,0,0,26021,0,49.12,32,0,0,0,0,1,0,0,1,0,0,0,1,0,1
11476,0,1,1,26082,0,49.39,40,1,0,0,0,0,0,0,1,0,0,0,1,1,0
11477,1,2,0,132260,1,54.79,36,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11478,1,1,1,56446,1,51.77,46,0,0,0,1,0,0,0,0,0,1,0,1,1,0
11479,1,1,2,79407,0,49.1,48,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11480,1,1,0,109899,0,55.1,38,1,0,0,0,0,0,1,0,0,0,1,0,0,1
11481,1,0,2,78155,1,50.57,39,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11482,1,3,1,80627,1,53.14,76,0,0,1,0,0,1,0,0,0,0,0,1,0,1
11483,1,2,0,136802,1,54.93,38,1,0,0,0,0,0,0,0,1,0,1,0,0,1
11484,1,2,2,102829,1,57.43,42,0,0,0,1,0,0,1,0,0,0,0,1,1,0
11485,0,0,2,52155,1,48.62,33,0,1,0,0,0,0,0,0,0,1,1,0,1,0
11486,0,0,0,77675,1,53.14,29,0,0,0,1,0,1,0,0,0,0,0,1,0,1
11487,1,1,0,53283,0,54.96,55,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11488,1,1,1,54535,1,52.11,60,0,0,0,1,0,0,0,0,0,1,0,1,0,1
11489,1,1,2,58710,0,49.16,44,0,0,0,1,0,0,0,0,0,1,1,0,1,0
11490,1,1,1,54081,0,57.37,39,1,0,0,0,0,0,0,0,0,1,0,1,1,0
11491,1,0,2,61496,1,61.88,46,0,0,1,0,0,0,0,0,0,1,0,1,1,0
11492,1,0,2,82394,0,49.79,36,1,0,0,0,0,1,0,0,0,0,1,0,1,0
11493,0,1,0,112149,0,55.18,32,0,0,0,1,0,0,1,0,0,0,0,1,0,1
11494,1,2,2,129123,0,51.46,69,0,1,0,0,0,0,0,0,1,0,0,1,1,0
11495,0,1,0,54872,1,59.18,42,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11496,1,1,2,28065,0,46.54,42,0,1,0,0,0,0,0,1,0,0,1,0,1,0
11497,1,1,1,30325,1,48.66,56,0,0,1,0,0,0,0,1,0,0,0,1,0,1
11498,1,2,1,85404,1,55.44,54,0,0,1,0,0,1,0,0,0,0,0,1,1,0
11499,1,1,3,84685,1,51.76,64,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11500,1,0,2,57309,1,50.96,42,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11501,1,0,1,36483,0,50.37,46,0,0,0,0,1,0,0,1,0,0,1,0,1,0
11502,0,0,0,35057,0,45.54,29,0,0,0,1,0,0,0,1,0,0,0,1,1,0
11503,1,1,2,130467,1,56.53,50,0,1,0,0,0,0,0,0,1,0,0,1,1,0
11504,0,0,0,51298,1,51.8,33,0,1,0,0,0,0,0,0,0,1,1,0,0,1
11505,1,3,2,108918,1,51.49,49,0,0,0,1,0,0,1,0,0,0,1,0,1,0
11506,0,0,0,31840,0,48.54,28,1,0,0,0,0,0,0,1,0,0,1,0,0,1
11507,1,1,2,55722,0,47.75,55,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11508,1,2,0,106812,1,63.98,43,1,0,0,0,0,0,1,0,0,0,0,1,0,1
11509,1,1,2,84251,1,54.45,36,1,0,0,0,0,1,0,0,0,0,1,0,1,0
11510,1,2,1,111702,1,55.56,54,0,0,0,1,0,0,1,0,0,0,0,1,1,0
11511,0,1,0,30673,0,48.27,32,0,0,1,0,0,0,0,1,0,0,0,1,0,1
11512,0,1,0,83824,0,53.98,36,1,0,0,0,0,1,0,0,0,0,1,0,0,1
11513,1,1,0,61085,1,49.72,53,0,0,0,0,1,0,0,0,0,1,0,1,0,1
11514,0,1,0,59154,0,61.2,40,0,0,1,0,0,0,0,0,0,1,0,1,0,1
11515,1,1,1,133298,1,56.16,33,0,1,0,0,0,0,0,0,1,0,0,1,1,0
11516,1,3,0,85669,1,56.88,51,0,0,0,1,0,1,0,0,0,0,0,1,0,1
11517,0,1,0,27369,0,53.83,39,0,0,1,0,0,0,0,1,0,0,0,1,0,1
11518,0,1,0,55694,0,49.02,36,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11519,0,0,0,32461,1,50.64,26,0,0,0,1,0,0,0,1,0,0,0,1,0,1
11520,1,3,1,137840,1,60.77,39,1,0,0,0,0,0,0,0,1,0,0,1,1,0
11521,1,1,1,113389,1,59.39,37,0,1,0,0,0,0,1,0,0,0,0,1,1,0
11522,0,2,0,58719,1,50.11,33,0,0,1,0,0,0,0,0,0,1,0,1,0,1
11523,0,2,0,84106,1,51.77,29,0,0,1,0,0,1,0,0,0,0,1,0,0,1
11524,0,1,0,105020,0,50.76,31,0,1,0,0,0,0,1,0,0,0,1,0,0,1
11525,1,1,0,111106,0,53.55,45,1,0,0,0,0,0,1,0,0,0,1,0,0,1
11526,1,0,2,82279,1,62.25,46,1,0,0,0,0,1,0,0,0,0,0,1,1,0
11527,1,1,0,62055,0,52.78,55,0,0,0,0,1,0,0,0,0,1,1,0,0,1
11528,1,1,0,34900,0,46.7,55,0,0,0,0,1,0,0,1,0,0,1,0,0,1
11529,1,1,0,82471,0,51.12,48,0,0,1,0,0,1,0,0,0,0,1,0,0,1
11530,1,1,2,55603,0,51.83,37,0,1,0,0,0,0,0,0,0,1,0,1,1,0
11531,1,0,2,34475,1,46.11,52,0,0,1,0,0,0,0,1,0,0,1,0,1,0
11532,0,1,0,51961,0,47.79,27,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11533,1,1,0,112556,0,53.91,37,0,0,0,1,0,0,1,0,0,0,0,1,0,1
11534,1,3,2,132803,1,53.26,56,1,0,0,0,0,0,0,0,1,0,1,0,1,0
11535,0,0,2,51639,1,51.66,34,0,1,0,0,0,0,0,0,0,1,0,1,1,0
11536,0,1,0,53915,0,49.37,26,0,0,0,0,1,0,0,0,0,1,0,1,0,1
11537,1,3,1,82477,1,50.22,61,1,0,0,0,0,1,0,0,0,0,0,1,0,1
11538,1,1,2,52669,1,48.56,48,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11539,1,3,1,130582,1,55.98,71,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11540,0,1,0,31886,0,46.58,39,1,0,0,0,0,0,0,1,0,0,1,0,0,1
11541,1,1,1,59330,0,50.38,58,0,0,0,1,0,0,0,0,0,1,1,0,0,1
11542,1,1,2,87301,1,51.73,52,0,0,0,1,0,1,0,0,0,0,0,1,1,0
11543,0,1,0,53644,1,48.23,24,0,0,1,0,0,0,0,0,0,1,1,0,1,0
11544,0,0,0,81535,1,52.02,39,1,0,0,0,0,1,0,0,0,0,1,0,0,1
11545,1,1,2,110242,1,52.88,60,1,0,0,0,0,0,1,0,0,0,0,1,1,0
11546,0,0,0,60216,1,52.89,35,1,0,0,0,0,0,0,0,0,1,1,0,0,1
11547,1,3,2,102303,1,52.71,44,0,0,0,1,0,0,1,0,0,0,1,0,1,0
11548,1,2,0,111484,1,54.48,44,0,0,0,1,0,0,1,0,0,0,1,0,0,1
11549,1,3,2,108774,1,50.89,68,0,1,0,0,0,0,1,0,0,0,1,0,1,0
11550,1,2,0,51894,1,55.41,51,0,0,0,0,1,0,0,0,0,1,0,1,0,1
11551,0,1,0,61426,0,52.21,34,0,1,0,0,0,0,0,0,0,1,1,0,0,1
11552,0,0,0,27747,0,49.97,35,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11553,0,1,0,56200,0,53.78,40,0,0,0,0,1,0,0,0,0,1,0,1,0,1
11554,0,1,0,54952,1,49.73,32,0,0,0,0,1,0,0,0,0,1,0,1,0,1
11555,0,3,0,87704,1,55.03,24,0,0,1,0,0,1,0,0,0,0,0,1,0,1
11556,0,0,0,36131,1,46.78,32,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11557,0,1,0,27356,0,48.09,34,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11558,0,2,0,83258,1,52.34,24,0,0,0,1,0,1,0,0,0,0,1,0,0,1
11559,1,1,2,104407,1,50.81,40,1,0,0,0,0,0,1,0,0,0,1,0,1,0
11560,0,1,0,53352,0,48.58,30,0,0,1,0,0,0,0,0,0,1,1,0,0,1
11561,0,2,0,111589,1,55.68,35,1,0,0,0,0,0,1,0,0,0,0,1,0,1
11562,1,1,1,135883,0,54.34,70,0,1,0,0,0,0,0,0,1,0,1,0,0,1
11563,0,3,0,103625,0,51.93,30,0,0,0,1,0,0,1,0,0,0,0,1,0,1
11564,1,1,2,60866,0,48.47,48,0,0,0,1,0,0,0,0,0,1,1,0,1,0
11565,1,1,0,130692,0,64.91,37,0,1,0,0,0,0,0,0,1,0,0,1,0,1
11566,0,1,0,30369,0,48.84,38,0,0,1,0,0,0,0,1,0,0,1,0,0,1
11567,1,0,0,61851,1,57.82,49,0,0,0,0,1,0,0,0,0,1,0,1,0,1
11568,0,0,0,61739,0,52.32,39,0,0,0,0,1,0,0,0,0,1,1,0,0,1
11569,0,0,0,33241,1,51.51,37,0,1,0,0,0,0,0,1,0,0,0,1,0,1
11570,1,0,2,130228,1,52.99,68,0,1,0,0,0,0,0,0,1,0,1,0,1,0
