,propietario_casa,#carros,niños_en_casa,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_cod,ocup_cod,genero_cod,civil_cod
9256,0,1,0,0,52120,0,48.37,36,2,1,2,2
9257,1,1,0,1,106973,0,51.66,69,4,4,1,2
9258,1,1,1,2,80949,1,49.68,35,1,2,1,1
9259,0,0,0,0,29386,0,48.81,49,5,3,1,2
9260,0,0,0,0,138245,1,54.39,25,1,5,1,2
9261,1,2,2,2,109116,1,60.47,40,1,4,1,1
9262,0,0,0,0,84001,1,53.66,26,2,2,1,2
9263,0,0,0,0,57164,0,52.97,33,3,1,1,2
9264,0,1,0,0,52345,0,51.55,41,3,1,1,2
9265,1,1,1,2,29177,0,47.77,47,2,3,2,1
9266,1,0,1,1,83583,1,54.27,35,4,2,1,1
9267,1,0,1,2,76637,1,53.48,37,4,2,2,1
9268,0,1,0,0,54247,0,49.88,39,1,1,2,2
9269,1,1,1,2,101823,1,54.45,35,1,4,2,1
9270,1,3,0,1,77108,1,51.88,40,1,2,1,1
9271,1,1,1,1,60833,1,48.71,39,1,1,2,1
9272,1,1,0,2,105011,0,51.73,50,2,4,2,1
9273,1,3,0,0,106823,1,54.64,38,1,4,1,2
9274,0,2,0,0,59619,1,50.84,28,2,1,1,2
9275,1,3,1,2,108295,1,53.36,47,2,4,2,1
9276,1,3,0,2,111482,0,51.7,33,4,4,2,1
9277,1,2,0,0,136135,1,56.26,31,1,5,2,2
9278,0,0,0,0,82539,0,49.72,27,3,2,1,1
9279,1,1,0,1,81209,0,50.49,34,4,2,1,1
9280,1,1,0,0,58478,0,57.16,52,2,1,1,2
9281,0,0,1,1,28727,0,48.69,39,5,3,2,1
9282,0,1,0,0,32404,0,46.12,31,5,3,2,1
9283,1,2,1,2,57064,1,53.03,50,2,1,2,1
9284,1,2,0,0,133345,1,55.4,41,1,5,1,2
9285,1,1,0,2,55517,1,48.64,47,5,1,2,1
9286,1,0,1,2,32642,1,49.09,69,4,3,2,1
9287,1,2,0,2,137343,1,52.81,37,4,5,2,1
9288,0,1,0,0,53266,0,48.95,37,1,1,2,2
9289,1,2,0,2,53908,0,47.86,54,3,1,2,1
9290,0,3,0,0,77263,1,57.83,38,1,2,1,2
9291,0,1,2,2,58328,1,50.74,32,5,1,2,1
9292,1,0,0,1,79793,1,49.36,35,4,2,1,1
9293,1,1,0,1,108951,0,55.02,43,4,4,1,1
9294,1,1,1,2,35074,1,49.09,56,2,3,1,1
9295,0,3,0,0,86988,0,50.53,29,3,2,1,2
9296,1,2,0,0,102258,1,51.3,40,2,4,2,2
9297,1,1,0,2,130953,0,52.6,58,1,5,1,1
9298,0,1,0,0,55230,0,52.24,33,2,1,2,2
9299,1,3,1,2,78687,1,52.54,46,2,2,2,1
9300,0,0,0,0,34581,0,49.25,37,2,3,1,2
9301,0,0,0,0,34875,1,45.87,31,4,3,1,1
9302,0,0,0,1,56163,1,48.79,34,4,1,2,1
9303,1,2,1,1,105246,1,52.63,60,1,4,2,2
9304,1,1,1,2,132401,1,54.13,41,1,5,2,1
9305,1,0,1,2,56710,1,51.5,38,3,1,2,1
9306,1,1,0,1,105585,0,50.56,37,4,4,2,1
9307,1,2,2,2,102843,1,52.11,42,2,4,2,1
9308,1,2,0,0,108921,1,51.26,37,1,4,1,1
9309,1,3,1,2,82552,1,52.73,44,2,2,1,1
9310,1,1,0,0,108806,1,56.12,37,4,4,1,2
9311,1,2,0,0,131929,1,62.17,42,1,5,1,2
9312,1,2,0,0,104588,1,55.24,45,4,4,1,2
9313,1,2,0,0,109272,1,51.18,32,4,4,1,1
9314,0,1,0,0,105660,0,55.4,32,2,4,1,2
9315,1,1,0,2,57869,0,48.39,46,3,1,2,1
9316,1,2,1,2,54364,1,60.91,53,2,1,1,1
9317,1,1,0,0,131067,0,59.08,38,4,5,1,2
9318,1,3,0,0,132986,0,52.63,35,4,5,2,2
9319,1,1,2,2,53183,1,51.12,38,1,1,2,1
9320,1,1,1,2,86456,1,51.18,60,1,2,2,1
9321,1,2,0,0,79816,0,54.35,41,1,2,2,2
9322,1,1,1,2,81813,0,53.48,58,1,2,2,1
9323,0,0,0,0,86032,1,50.39,30,2,2,1,1
9324,1,3,0,0,105251,0,51.21,31,1,4,2,1
9325,1,0,1,2,80724,1,54.38,35,1,2,2,1
9326,1,2,1,2,130358,1,56.01,62,4,5,2,1
9327,0,1,0,0,57905,0,48.79,38,2,1,2,2
9328,1,2,0,0,110678,1,54.45,37,4,4,1,1
9329,1,0,0,1,110644,1,59.29,43,2,4,1,1
9330,0,0,0,0,33756,0,48.99,30,2,3,1,2
9331,1,1,0,1,103502,0,52.77,62,1,4,2,2
9332,0,1,0,0,56507,0,48.64,36,1,1,1,2
9333,1,2,0,0,133836,1,55.23,34,4,5,1,2
9334,1,1,0,2,52251,1,47.69,48,2,1,2,1
9335,0,2,0,1,58140,1,48.85,33,1,1,2,1
9336,1,2,0,0,111136,1,58.29,45,2,4,1,2
9337,1,1,0,2,28722,0,52.14,43,2,3,1,1
9338,0,2,0,0,87641,1,54.78,37,1,2,1,2
9339,1,2,2,2,127437,1,54.71,39,1,5,2,1
9340,1,1,0,1,84166,0,50.38,42,2,2,2,1
9341,0,0,0,0,85772,1,51.09,33,3,2,2,2
9342,1,2,0,1,52240,0,51.66,71,4,1,2,2
9343,0,3,0,0,78628,1,54.05,29,2,2,2,2
9344,1,1,0,2,84179,0,50.28,50,2,2,2,1
9345,1,0,0,0,127334,0,53.41,32,4,5,2,2
9346,0,1,0,0,61886,0,50.15,26,5,1,1,2
9347,1,2,1,2,105044,1,58.35,41,1,4,1,1
9348,0,0,0,0,57853,0,49.17,27,3,1,1,2
9349,0,1,0,0,62491,1,60.56,42,2,1,1,2
9350,0,0,0,0,55389,1,48.08,30,2,1,1,2
9351,0,1,0,0,33168,0,49.34,47,2,3,2,2
9352,0,1,0,0,86003,0,50.34,29,1,2,2,2
9353,1,2,1,2,80260,1,53.42,41,2,2,2,1
9354,0,1,0,0,52286,0,51.96,30,3,1,2,2
9355,1,2,0,0,79608,0,53.3,53,2,2,1,2
9356,0,1,0,0,85007,0,50.98,31,4,2,1,2
9357,0,2,0,0,61568,1,58.47,40,2,1,1,2
9358,1,0,1,2,56605,1,59.54,43,2,1,1,1
9359,0,2,0,0,58738,0,51.42,36,2,1,1,2
9360,1,1,0,1,138124,0,52.95,38,1,5,2,1
9361,0,1,0,0,59945,0,50.36,30,2,1,2,2
9362,0,3,0,0,108310,0,51.4,33,2,4,1,2
9363,1,0,0,2,31920,1,45.86,51,2,3,2,1
9364,1,1,1,2,84395,1,51.06,52,2,2,2,1
9365,0,2,0,0,58722,0,52.34,23,3,1,1,2
9366,1,1,1,1,59813,1,51.34,37,2,1,2,1
9367,1,1,0,2,52082,1,48.71,56,5,1,2,1
9368,0,1,0,0,62050,1,53.11,27,3,1,1,2
9369,0,0,1,2,28821,0,45.59,33,1,3,1,1
9370,1,2,1,2,78168,1,54.98,51,2,2,1,1
9371,1,0,0,0,130725,1,53.38,36,4,5,1,2
9372,0,1,0,0,54541,0,51.54,26,3,1,1,2
9373,1,1,1,2,58931,1,49.18,55,3,1,2,1
9374,0,1,0,0,56161,0,51.2,40,2,1,2,2
9375,1,2,1,2,109515,1,51.73,43,2,4,2,1
9376,1,1,0,2,62000,0,49.43,52,2,1,2,1
9377,1,2,2,2,80007,1,51.59,35,1,2,2,1
9378,0,1,0,0,57249,0,50.39,34,1,1,1,2
9379,1,0,1,1,85446,1,58.87,40,2,2,1,1
9380,1,1,0,0,129577,0,51.71,35,1,5,2,2
9381,0,1,0,0,55621,0,48.47,27,2,1,2,1
9382,1,0,0,1,35985,1,52.52,48,2,3,1,1
9383,0,1,0,0,35101,0,54.65,41,1,3,1,2
9384,0,1,0,0,80016,1,62.51,38,4,2,1,2
9385,1,2,1,2,106217,1,55.0,62,2,4,2,1
9386,1,2,0,1,55024,1,54.45,38,1,1,1,1
9387,0,0,0,0,34109,0,47.32,49,5,3,1,2
9388,1,3,0,0,112206,1,51.3,42,2,4,2,2
9389,1,2,0,2,51963,0,48.15,55,3,1,2,1
9390,0,1,0,0,87360,0,53.16,34,4,2,2,2
9391,1,3,1,2,131076,1,58.61,44,4,5,1,1
9392,1,1,1,1,29576,0,50.21,48,2,3,1,1
9393,1,0,0,2,30804,1,49.23,53,1,3,1,1
9394,1,1,0,2,82941,0,59.94,50,2,2,1,1
9395,1,3,1,2,87887,1,51.9,32,4,2,1,1
9396,0,2,0,0,59811,1,58.59,45,1,1,1,2
9397,0,0,0,0,33866,1,47.91,49,3,3,1,2
9398,1,1,2,2,105578,1,54.41,42,4,4,1,1
9399,1,3,1,2,130305,1,55.2,37,4,5,2,1
9400,1,2,1,1,58426,1,49.78,41,1,1,2,1
9401,1,1,1,2,55985,1,49.34,42,1,1,2,1
9402,1,3,0,0,82946,1,54.91,41,2,2,1,2
9403,0,1,0,0,32616,0,46.77,25,3,3,2,2
9404,1,1,0,0,58593,0,56.69,46,2,1,1,2
9405,1,1,0,2,138358,1,60.05,42,4,5,1,1
9406,1,1,1,1,103727,1,50.81,46,2,4,2,1
9407,0,1,0,0,55092,0,50.46,43,2,1,2,2
9408,0,1,0,0,54538,0,50.3,28,3,1,2,2
9409,1,1,0,0,110993,0,61.39,38,1,4,1,2
9410,0,1,0,0,36273,0,47.34,30,2,3,1,2
9411,1,2,2,2,131056,1,54.96,59,1,5,1,1
9412,1,1,2,2,104997,1,52.9,62,4,4,2,1
9413,1,2,0,2,105177,1,52.44,43,2,4,1,1
9414,0,0,0,0,58330,1,51.53,45,2,1,1,2
9415,1,1,0,2,60199,0,48.25,51,2,1,2,1
9416,1,2,0,2,51848,0,47.9,60,1,1,2,1
9417,0,2,0,1,56306,0,48.6,33,1,1,1,1
9418,1,1,1,2,25718,0,46.53,61,2,3,2,1
9419,1,0,0,0,77892,0,53.25,44,4,2,2,2
9420,1,1,1,2,53201,1,51.09,51,1,1,2,1
9421,0,0,0,0,52244,1,50.07,44,2,1,1,2
9422,1,0,0,0,81991,1,52.39,51,2,2,2,2
9423,1,3,1,1,83032,1,51.7,34,4,2,2,1
9424,1,1,0,0,106366,0,51.34,39,1,4,2,2
9425,0,0,0,0,27987,0,54.29,49,5,3,1,2
9426,0,2,0,0,56597,1,54.93,37,3,1,1,2
9427,1,2,0,2,57575,0,48.27,39,1,1,2,1
9428,1,1,1,2,57906,1,56.01,47,3,1,1,1
9429,1,2,1,2,108148,1,52.94,35,1,4,1,1
9430,1,0,0,0,27973,0,50.16,52,2,3,1,2
9431,0,0,1,1,29233,0,49.87,34,1,3,2,1
9432,1,0,0,0,26549,0,57.66,55,3,3,1,2
9433,1,3,1,1,84105,1,52.7,52,2,2,2,1
9434,0,1,0,0,59405,0,48.84,43,3,1,2,2
9435,1,1,1,2,36556,0,48.42,54,2,3,2,1
9436,1,0,1,2,62072,1,58.75,46,2,1,1,1
9437,0,2,0,0,56298,1,59.33,43,2,1,1,2
9438,1,0,1,1,111303,1,59.26,37,1,4,1,1
9439,1,1,1,1,56886,1,49.72,68,2,1,1,2
9440,0,2,0,0,108715,1,52.82,25,1,4,2,2
9441,1,1,0,2,34430,0,46.99,58,5,3,1,1
9442,0,0,0,0,30553,1,52.52,40,4,3,1,2
9443,0,1,0,0,32712,1,49.79,24,2,3,1,2
9444,0,0,0,0,29739,0,47.12,25,2,3,2,2
9445,1,2,0,0,136633,0,52.77,33,4,5,1,1
9446,1,2,2,2,128834,1,52.44,57,1,5,2,1
9447,1,2,0,0,111623,1,55.13,55,2,4,1,2
9448,1,0,0,2,33122,1,46.69,42,4,3,2,1
9449,1,2,2,2,86409,1,53.72,44,1,2,2,1
9450,1,0,0,2,34764,0,45.83,56,2,3,2,1
9451,1,0,0,1,81028,1,50.68,67,2,2,2,2
9452,0,1,0,0,57816,0,51.78,31,5,1,1,2
9453,1,2,0,0,127398,0,55.13,46,4,5,2,2
9454,0,0,0,0,54258,0,51.58,28,2,1,2,2
9455,0,2,0,0,83430,1,50.54,24,2,2,1,1
9456,0,1,0,0,60569,0,52.4,37,1,1,2,2
9457,0,2,0,0,77703,1,50.07,28,1,2,1,1
9458,0,2,0,0,85815,0,50.41,28,1,2,1,1
9459,0,0,0,0,81625,0,51.96,32,2,2,1,2
9460,0,1,0,0,58797,0,55.61,39,1,1,1,2
9461,1,1,0,1,76807,1,54.39,47,2,2,1,1
9462,0,3,0,0,79702,1,52.04,33,2,2,1,2
9463,1,2,0,0,130128,1,51.3,41,1,5,1,1
9464,1,3,0,0,78784,1,56.45,44,2,2,1,2
9465,1,1,0,0,60552,0,48.32,52,3,1,2,2
9466,0,1,0,0,112293,0,53.9,27,1,4,2,2
9467,1,1,2,2,83195,1,49.71,62,1,2,1,1
9468,0,3,0,0,110399,1,52.13,34,2,4,2,2
9469,0,2,0,0,77784,1,51.12,25,2,2,2,2
9470,0,1,0,1,61581,1,48.85,31,1,1,2,1
9471,0,2,0,1,52075,1,48.61,31,4,1,1,1
9472,0,2,0,0,80947,1,51.99,36,2,2,2,2
9473,0,0,0,0,34817,0,49.0,30,5,3,1,2
9474,1,0,0,0,101932,0,52.4,38,1,4,2,2
9475,1,0,0,1,25849,0,49.01,46,3,3,1,1
9476,1,1,2,2,56314,1,53.17,48,2,1,1,1
9477,1,0,0,2,59647,1,48.46,57,1,1,1,1
9478,1,0,1,2,56363,1,51.77,67,1,1,2,1
9479,1,2,1,1,53328,1,49.17,77,3,1,2,2
9480,0,0,0,2,33972,0,45.72,35,1,3,1,1
9481,0,1,0,0,56351,0,48.12,24,2,1,2,2
9482,0,1,1,2,53910,1,52.6,33,1,1,2,1
9483,0,1,0,0,56661,0,48.19,27,3,1,1,2
9484,1,0,1,2,32751,1,49.9,66,3,3,2,1
9485,0,1,0,0,28540,0,47.97,31,5,3,2,2
9486,1,0,0,0,111071,0,53.78,40,1,4,2,2
9487,1,2,1,2,103360,1,54.02,35,1,4,2,1
9488,1,1,0,2,61593,0,58.15,47,3,1,1,1
9489,0,1,0,0,79097,0,52.66,30,2,2,2,2
9490,0,1,0,0,86164,0,50.07,35,1,2,2,2
9491,0,0,0,0,26031,0,45.42,27,3,3,1,1
9492,0,2,0,0,55791,1,52.62,43,2,1,2,2
9493,0,1,0,0,131432,0,54.64,27,1,5,2,2
9494,1,0,1,2,60994,1,50.64,42,1,1,2,1
9495,0,0,0,0,29718,0,45.42,25,2,3,1,1
9496,0,0,0,0,106906,1,51.57,23,1,4,1,1
9497,1,3,0,0,130996,1,52.37,48,4,5,2,2
9498,0,2,0,0,83699,1,54.7,40,1,2,1,2
9499,1,1,1,1,108050,1,52.83,52,2,4,2,1
9500,0,1,0,0,53986,0,50.44,26,2,1,1,2
9501,1,3,0,0,85576,0,50.83,54,2,2,2,2
9502,1,1,1,2,86359,1,52.69,59,3,2,2,1
9503,1,0,0,0,87073,1,53.08,47,2,2,1,2
9504,0,1,0,1,33725,0,46.11,33,5,3,1,1
9505,1,2,0,0,76430,1,53.95,42,2,2,2,2
9506,1,3,1,2,104736,1,53.53,34,4,4,1,1
9507,1,1,1,2,130054,1,54.54,68,4,5,1,1
9508,1,3,0,3,132012,0,51.48,64,4,5,2,1
9509,1,2,0,2,78259,1,49.4,42,2,2,1,1
9510,1,2,0,0,62052,1,54.25,46,2,1,1,2
9511,1,1,0,1,112084,0,51.26,65,1,4,2,2
9512,0,3,0,0,82046,0,53.24,35,1,2,1,2
9513,0,1,0,0,62153,0,51.67,45,3,1,1,2
9514,1,2,0,0,135088,1,53.18,34,4,5,1,2
9515,1,0,0,2,128503,1,53.49,41,1,5,1,1
9516,1,2,0,2,103381,0,50.49,43,2,4,2,1
9517,1,1,0,0,83974,0,57.18,45,4,2,1,2
9518,1,0,0,3,58525,0,48.43,62,1,1,2,1
9519,1,3,0,0,139099,0,52.0,35,4,5,1,1
9520,1,2,1,2,61936,1,56.72,42,3,1,1,1
9521,1,2,0,0,109016,1,53.43,39,1,4,1,2
9522,1,0,0,0,29163,0,47.66,54,5,3,2,2
9523,0,0,0,0,79643,1,49.5,28,3,2,1,1
9524,1,2,0,0,128698,1,56.66,41,4,5,1,2
9525,0,0,0,0,29151,0,45.33,31,1,3,1,1
9526,0,1,0,0,86549,0,49.99,25,2,2,1,1
9527,0,1,0,0,27755,0,45.61,49,5,3,2,2
9528,1,3,2,2,83244,1,57.72,51,2,2,1,1
9529,1,0,1,2,131317,1,54.32,35,4,5,1,1
9530,1,1,0,1,82533,0,50.19,45,1,2,2,1
9531,0,1,1,2,61347,1,52.64,32,5,1,1,1
9532,1,0,0,1,28492,0,45.8,42,3,3,2,1
9533,0,1,0,1,59166,1,48.93,35,2,1,2,1
9534,0,2,0,0,51183,0,49.5,37,3,1,2,2
9535,0,1,0,1,52618,1,48.39,33,4,1,2,1
9536,1,2,0,0,101780,1,51.3,31,4,4,2,1
9537,1,0,0,0,51517,1,56.41,48,2,1,1,2
9538,1,0,0,0,83395,0,50.29,43,2,2,2,2
9539,0,1,0,0,53883,0,49.72,24,5,1,2,2
9540,1,2,0,2,84122,0,50.16,73,4,2,2,1
9541,0,1,0,0,56412,1,51.41,28,2,1,1,2
9542,1,2,0,3,82212,0,50.23,66,1,2,1,1
9543,1,0,1,2,62159,1,58.32,46,2,1,1,1
9544,1,1,1,2,52899,1,49.29,42,1,1,2,1
9545,1,1,1,2,28408,0,44.93,47,3,3,2,1
9546,1,2,0,2,112764,1,57.2,46,2,4,1,1
9547,0,1,0,0,85395,0,52.57,28,1,2,1,2
9548,1,2,0,2,79466,0,49.53,56,2,2,2,1
9549,1,2,0,1,102086,0,55.09,65,4,4,2,2
9550,1,3,0,2,135227,0,52.92,38,1,5,2,1
9551,0,0,1,2,29571,0,52.24,37,1,3,1,1
9552,1,0,1,2,102262,1,53.02,53,2,4,2,1
9553,1,1,0,2,55333,0,48.66,42,3,1,2,1
9554,1,1,0,1,61603,1,48.97,36,1,1,2,1
9555,0,1,0,0,111219,0,51.02,30,2,4,2,2
9556,0,1,0,0,60842,0,51.9,28,2,1,2,2
9557,1,2,1,2,79425,1,52.86,51,3,2,2,1
9558,0,1,0,0,87070,0,51.05,25,2,2,2,2
9559,0,0,0,2,29544,0,45.94,37,5,3,2,1
9560,1,2,1,2,102734,1,59.06,45,4,4,1,1
9561,1,0,0,2,52743,1,48.36,54,2,1,2,1
9562,0,1,0,0,53601,0,48.81,24,2,1,2,1
9563,0,3,0,0,80255,1,50.73,27,2,2,2,1
9564,1,2,1,2,106822,1,53.52,46,2,4,2,1
9565,0,2,0,0,105725,0,51.34,31,2,4,2,2
9566,1,1,1,1,58772,1,48.8,47,2,1,2,1
9567,1,1,1,1,52633,1,49.99,53,2,1,2,1
9568,1,0,2,2,54886,1,49.19,42,3,1,1,1
9569,0,1,0,0,53056,0,47.47,40,1,1,2,2
9570,1,3,2,2,86688,1,51.29,51,2,2,2,1
9571,1,0,1,1,104339,1,54.41,57,1,4,2,2
9572,1,1,0,0,134122,1,54.25,36,1,5,1,2
9573,1,1,0,2,52692,0,50.93,49,5,1,1,1
9574,0,3,0,0,108627,0,54.57,31,4,4,2,2
9575,1,2,0,0,131014,1,52.35,38,4,5,2,1
9576,1,3,0,0,111487,0,57.27,38,1,4,1,2
9577,0,1,0,0,105341,0,54.66,25,2,4,2,2
9578,1,1,0,2,135249,0,54.75,37,4,5,1,1
9579,0,1,0,0,61884,1,51.95,27,2,1,1,2
9580,0,0,0,0,57116,1,52.3,43,2,1,2,2
9581,1,0,0,1,80492,1,56.92,47,3,2,1,1
9582,0,0,0,0,34959,1,49.04,26,2,3,1,2
9583,0,1,0,0,29384,0,47.86,39,1,3,2,2
9584,1,3,1,1,133279,1,55.16,64,4,5,1,2
9585,0,2,0,0,82508,0,51.98,35,3,2,1,2
9586,1,2,0,0,103005,1,50.87,27,2,4,1,1
9587,1,3,0,0,112566,1,51.41,36,1,4,1,1
9588,1,1,1,2,131374,1,54.96,34,4,5,1,1
9589,1,0,0,2,52564,0,48.34,52,5,1,2,1
9590,1,1,0,2,81267,1,58.55,55,2,2,1,1
9591,1,2,1,2,135058,1,56.64,44,1,5,2,1
9592,1,0,1,2,34548,1,49.75,59,1,3,2,1
9593,0,1,0,0,60654,0,51.94,35,1,1,2,2
9594,0,0,0,0,33670,1,45.77,27,1,3,2,1
9595,0,3,0,0,84075,1,51.62,24,2,2,1,2
9596,1,2,0,0,105459,1,50.84,32,4,4,1,1
9597,0,1,0,0,62517,1,58.92,42,1,1,1,2
9598,0,0,0,0,56912,1,48.77,33,4,1,1,2
9599,1,2,0,2,87256,1,50.38,43,2,2,2,1
9600,0,2,0,0,82579,1,49.66,28,1,2,1,1
9601,1,3,2,2,112613,1,51.92,60,4,4,1,1
9602,1,1,0,2,32747,0,49.24,51,5,3,1,1
9603,1,1,1,2,35944,1,49.24,48,2,3,2,1
9604,1,2,0,0,77603,0,53.15,45,4,2,2,2
9605,1,1,2,2,54670,1,52.72,43,2,1,1,1
9606,1,0,0,0,60733,1,56.15,46,5,1,1,2
9607,0,0,0,0,26366,0,47.32,24,5,3,1,2
9608,1,1,1,2,54580,1,49.59,57,1,1,2,1
9609,1,2,0,2,111823,0,51.83,66,1,4,2,1
9610,0,1,0,0,27657,0,52.14,42,1,3,1,2
9611,1,1,0,0,103183,0,51.53,42,1,4,2,2
9612,1,3,0,0,136858,1,53.41,34,4,5,2,2
9613,0,2,0,0,54803,0,50.59,27,3,1,1,2
9614,0,2,0,0,85628,1,54.94,25,2,2,1,2
9615,0,1,0,0,54640,0,49.21,27,3,1,2,2
9616,0,1,0,0,61127,0,52.69,25,2,1,2,2
9617,1,2,0,0,128454,1,59.39,44,1,5,1,2
9618,0,1,0,0,51677,1,51.08,42,2,1,1,2
9619,1,1,1,2,101808,1,53.62,32,4,4,2,1
9620,1,1,0,2,107619,0,51.13,37,4,4,2,1
9621,1,3,1,2,78640,1,51.21,62,2,2,1,1
9622,1,2,1,2,59682,1,50.37,63,1,1,1,1
9623,0,1,0,0,26300,0,45.91,27,3,3,2,1
9624,1,3,1,2,77883,1,52.55,54,2,2,2,1
9625,1,0,0,3,107195,1,50.97,61,1,4,2,1
9626,1,1,2,2,32776,0,51.04,55,5,3,1,1
9627,0,0,0,0,60703,0,54.33,39,3,1,1,2
9628,1,0,1,1,35657,1,49.4,45,2,3,2,1
9629,1,1,0,0,57762,0,62.2,54,3,1,1,2
9630,1,1,0,2,52458,0,48.25,46,3,1,2,1
9631,0,0,0,0,26242,0,50.07,33,3,3,2,2
9632,1,1,0,2,52444,1,54.19,51,3,1,1,1
9633,0,1,0,0,57626,1,50.03,26,2,1,1,2
9634,1,3,1,2,109825,1,53.58,67,4,4,2,1
9635,0,1,0,0,33394,0,46.24,30,1,3,2,1
9636,1,2,1,2,83949,1,57.21,54,2,2,1,1
9637,1,0,1,2,58819,1,53.11,45,4,1,1,1
9638,0,1,0,0,52362,0,48.54,27,5,1,1,2
9639,1,1,0,2,78536,1,49.71,31,4,2,2,1
9640,1,1,0,2,81019,1,57.01,37,1,2,1,1
9641,1,0,1,2,103492,1,57.0,50,1,4,1,1
9642,0,0,1,2,25709,0,48.12,40,5,3,2,1
9643,1,1,2,2,36121,0,46.9,56,5,3,1,1
9644,1,1,1,2,84019,1,52.29,58,3,2,1,1
9645,1,0,0,2,26720,0,46.88,55,2,3,1,1
9646,0,0,0,1,32877,0,54.9,40,1,3,1,1
9647,1,3,0,0,105289,1,61.15,46,1,4,1,2
9648,1,2,0,0,110399,1,54.93,37,4,4,2,2
9649,0,2,0,0,84001,0,54.95,36,2,2,1,2
9650,0,0,0,0,26130,0,45.32,23,5,3,2,2
9651,0,0,0,0,51771,0,47.79,29,1,1,2,1
9652,0,1,0,0,29067,0,49.08,30,3,3,1,2
9653,0,1,0,2,32685,0,45.48,33,1,3,1,1
9654,0,1,0,0,31640,0,49.12,26,2,3,2,2
9655,1,1,1,2,53124,1,49.31,59,1,1,1,1
9656,1,0,1,1,80793,1,53.32,58,2,2,2,2
9657,0,0,0,2,28567,0,45.85,34,1,3,2,1
9658,1,2,0,0,109912,1,51.91,29,1,4,2,1
9659,1,2,0,2,51911,1,55.9,55,5,1,1,1
9660,1,1,1,2,36385,1,50.45,48,2,3,1,1
9661,0,0,0,0,54354,0,52.01,32,3,1,1,2
9662,0,0,0,0,87651,1,53.78,27,2,2,1,2
9663,0,1,0,0,108020,1,55.12,34,4,4,1,2
9664,0,2,1,1,58103,1,49.79,34,5,1,2,1
9665,0,1,0,0,81570,0,54.69,28,2,2,1,2
9666,1,2,0,0,82313,1,51.02,44,1,2,2,2
9667,1,0,1,3,58472,1,52.68,60,1,1,2,1
9668,1,2,1,2,136380,1,56.04,36,1,5,1,1
9669,1,2,1,2,83727,1,51.76,33,1,2,2,1
9670,1,2,0,0,130182,0,53.04,40,1,5,2,2
9671,1,1,1,1,55664,1,57.7,47,3,1,1,1
9672,1,2,0,0,107670,1,58.61,53,2,4,1,2
9673,1,0,1,2,109857,1,53.46,43,2,4,1,1
9674,1,1,1,2,62421,1,59.75,40,2,1,1,1
9675,0,1,0,0,103988,0,52.3,29,1,4,2,2
9676,0,1,0,0,110678,0,54.76,29,1,4,1,2
9677,0,2,0,0,80489,1,56.47,38,1,2,1,2
9678,1,0,0,2,55490,1,48.48,39,1,1,2,1
9679,1,1,0,2,84240,0,50.68,44,1,2,2,1
9680,1,0,0,2,112585,1,51.4,42,1,4,2,1
9681,1,1,1,2,105142,1,52.6,43,2,4,1,1
9682,0,1,0,0,53104,1,49.66,31,5,1,1,2
9683,1,1,0,2,130899,0,52.22,64,4,5,1,1
9684,0,2,0,0,54476,1,48.03,43,2,1,2,2
9685,0,0,0,2,35019,1,46.78,36,1,3,2,1
9686,0,1,0,0,34876,0,46.35,28,1,3,1,1
9687,1,1,1,2,52209,1,51.35,42,2,1,2,1
9688,1,1,0,2,82405,0,49.76,51,2,2,2,1
9689,1,1,1,2,54149,1,58.9,47,5,1,1,1
9690,0,2,0,0,78647,1,50.3,28,1,2,2,2
9691,0,1,0,0,58607,0,49.64,25,3,1,2,2
9692,1,3,1,2,135573,1,54.08,70,1,5,1,1
9693,0,1,0,0,29940,0,54.24,50,3,3,1,2
9694,0,1,0,2,31312,0,45.48,34,4,3,2,1
9695,1,3,0,0,105353,1,51.16,41,1,4,2,1
9696,1,2,0,0,131371,0,52.25,36,1,5,1,2
9697,0,2,0,0,53545,1,56.86,38,5,1,1,2
9698,1,0,0,3,58679,0,49.59,67,2,1,1,1
9699,1,1,0,3,79524,0,49.38,62,1,2,2,1
9700,1,1,0,0,106993,0,53.17,55,2,4,2,2
9701,1,1,1,2,36802,0,46.79,65,1,3,1,1
9702,1,3,0,0,137012,1,56.39,38,1,5,2,2
9703,1,0,1,2,31386,1,48.45,56,3,3,2,1
9704,1,3,2,2,81117,1,50.45,34,4,2,2,1
9705,0,0,0,0,85374,1,51.04,38,1,2,2,2
9706,1,3,1,2,82123,1,61.22,51,2,2,1,1
9707,0,1,0,0,52058,1,55.1,43,2,1,1,2
9708,0,0,0,0,107011,0,50.67,25,2,4,1,1
9709,0,1,0,0,33289,0,50.41,35,1,3,1,2
9710,1,1,2,2,35020,0,50.68,53,5,3,1,1
9711,0,0,0,0,29457,0,47.05,31,5,3,1,2
9712,1,2,0,0,133193,1,51.75,31,1,5,1,1
9713,0,0,0,0,34988,1,50.57,44,2,3,1,2
9714,0,2,0,0,85308,1,52.95,25,2,2,2,2
9715,0,1,0,0,31145,0,48.73,48,3,3,2,2
9716,0,0,1,1,27921,0,47.33,35,1,3,1,1
9717,1,2,0,2,83685,0,55.36,53,2,2,1,1
9718,0,1,0,0,25583,0,46.7,31,5,3,1,2
